grievance_id,created_at,channel,citizen_text,category,location,latitude,longitude,department,severity,urgency,public_impact,vulnerability,recurrence,priority_score,priority,status,duplicate_cluster_id,related_complaint_count,semantic_similarity,sentiment,sla_hours,recommended_action,actual_resolution_hours,systemic_cluster
GRV-1909,2026-08-08T15:59:00,Mobile App,There is an open road crack/pothole near a school in Secunderabad.,Roads,Secunderabad,17.440627,78.497907,GHMC Roads Department,5,3,3,6,6,45,Low,New,CL-351,0,0.58,Concerned,54,Escalate to local engineering officer,,No
GRV-1910,2026-08-05T12:06:00,Call Center,Waste is piling up near residential buildings in Jubilee Hills. A elderly resident may be affected.,Sanitation,Jubilee Hills,17.429186,78.404714,Sanitation Department,4,6,4,9,1,47,Low,Escalated,CL-108,5,0.69,Negative,20,Increase collection frequency,,No
GRV-1911,2026-07-25T04:05:00,Web,There is a hazardous open section near a school. A elderly resident may be affected.,Public Safety,Secunderabad,17.439583,78.497013,Public Safety Department,7,6,5,9,2,60,Medium,Resolved,CL-299,3,0.58,Urgent,11,Initiate immediate risk mitigation,4.7,No
GRV-1912,2026-07-29T08:19:00,Social Media,An unsafe public area near Charminar has recurring incidents.,Public Safety,Charminar,17.362695,78.472154,Public Safety Department,8,7,6,3,2,58,Medium,New,CL-385,3,0.69,Negative,5,Dispatch safety inspection team,,No
GRV-1913,2026-08-11T15:29:00,Mobile App,A broken road section is causing traffic problems near Kukatpally.,Roads,Kukatpally,17.484267,78.41429,GHMC Roads Department,9,5,9,8,7,78,High,Resolved,CL-200,4,0.89,Concerned,63,Escalate to local engineering officer,46.4,No
GRV-1914,2026-08-02T12:44:00,Walk-in,Overflowing garbage bins are causing a hygiene issue. A senior citizens may be affected.,Sanitation,Madhapur,17.446254,78.390018,Sanitation Department,7,6,6,2,7,58,Medium,Assigned,CL-205,2,0.56,Urgent,14,Increase collection frequency,,No
GRV-1915,2026-08-12T01:22:00,Mobile App,Transformer near Madhapur appears overloaded and outages are frequent. A senior citizens may be affected.,Electricity,Madhapur,17.444696,78.390468,Electricity Distribution Department,7,4,9,5,2,58,Medium,In Progress,CL-282,4,0.83,Negative,6,Initiate emergency restoration,,No
GRV-1916,2026-07-28T17:39:00,Call Center,A broken streetlight is creating a safety risk at night. A child may be affected.,Public Safety,Madhapur,17.449194,78.390289,Public Safety Department,4,6,8,9,4,60,Medium,Resolved,CL-345,0,0.51,Frustrated,6,Inspect hazardous location,6.3,No
GRV-1917,2026-08-10T10:07:00,Social Media,Transformer near Kukatpally appears overloaded and outages are frequent.,Electricity,Kukatpally,17.48284,78.415445,Electricity Distribution Department,9,5,5,4,5,60,Medium,In Progress,CL-262,2,0.78,Negative,14,Escalate outage to field engineer,,No
GRV-1918,2026-07-29T08:32:00,Mobile App,Uncollected waste is creating foul smell and health concerns.,Sanitation,Secunderabad,17.443807,78.499652,Sanitation Department,6,5,2,6,3,46,Low,New,CL-385,4,0.47,Urgent,38,Inspect waste accumulation point,,No
GRV-1919,2026-08-06T11:22:00,Call Center,Residents on our street are facing repeated water outages. A residential community may be affected.,Water Supply,Kondapur,17.460193,78.367103,Water Supply Department,3,8,4,2,8,48,Low,Assigned,CL-305,2,0.61,Negative,12,Escalate to Zone Water Officer,,No
GRV-1920,2026-07-24T20:36:00,Web,A broken road section is causing traffic problems near Kukatpally. A pregnant resident may be affected.,Roads,Kukatpally,17.481991,78.410718,GHMC Roads Department,6,9,6,9,7,72,High,Resolved,CL-291,4,0.43,Negative,15,Escalate to local engineering officer,4.9,No
GRV-1921,2026-07-24T15:04:00,Call Center,Waste is piling up near residential buildings in Kukatpally. A school nearby may be affected.,Sanitation,Kukatpally,17.486466,78.412972,Sanitation Department,5,8,9,2,7,62,Medium,Escalated,CL-248,4,0.85,Negative,28,Increase collection frequency,,No
GRV-1922,2026-07-21T02:02:00,Call Center,No water supply in our locality for 5 days.,Water Supply,Madhapur,17.447553,78.392748,Water Supply Department,5,4,5,8,7,56,Medium,New,CL-246,5,0.85,Urgent,13,Dispatch field inspection team,,No
GRV-1923,2026-07-28T17:45:00,Social Media,Uncollected waste is creating foul smell and health concerns.,Sanitation,Jubilee Hills,17.436274,78.404324,Sanitation Department,8,9,8,8,1,72,High,In Progress,CL-392,5,0.65,Negative,21,Dispatch sanitation crew,,No
GRV-1924,2026-08-18T04:50:00,Call Center,A broken streetlight is creating a safety risk at night. A residential community may be affected.,Public Safety,Kukatpally,17.484277,78.412507,Public Safety Department,4,3,6,3,6,44,Low,Resolved,CL-356,4,0.43,Negative,7,Initiate immediate risk mitigation,3.4,No
GRV-1925,2026-08-08T19:06:00,Web,Waste is piling up near residential buildings in Dilsukhnagar. A local shops may be affected.,Sanitation,Dilsukhnagar,17.366556,78.522729,Sanitation Department,4,7,5,2,3,44,Low,New,CL-121,3,0.42,Negative,25,Escalate to sanitation supervisor,,No
GRV-1926,2026-08-10T08:22:00,Call Center,A damaged electric pole is creating a safety concern. A hospital nearby may be affected.,Electricity,Gachibowli,17.441234,78.346585,Electricity Distribution Department,9,3,9,9,7,75,High,New,CL-244,4,0.77,Urgent,12,Dispatch line inspection team,,No
GRV-1927,2026-07-18T05:51:00,Web,The road near Miyapur has been damaged for 7 days. A person with disability may be affected.,Roads,Miyapur,17.496534,78.354304,GHMC Roads Department,4,5,4,9,1,45,Low,Resolved,CL-204,3,0.64,Urgent,49,Barricade hazardous section,59.0,No
GRV-1928,2026-08-11T17:40:00,Web,A broken streetlight is creating a safety risk at night. A residential community may be affected.,Public Safety,Banjara Hills,17.416578,78.437359,Public Safety Department,8,6,6,7,8,70,High,Assigned,CL-138,3,0.8,Negative,9,Escalate to local safety officer,,No
GRV-1929,2026-07-23T00:09:00,Call Center,Uncollected waste is creating foul smell and health concerns.,Sanitation,Banjara Hills,17.414682,78.436766,Sanitation Department,6,4,9,7,3,59,Medium,In Progress,CL-349,0,0.62,Concerned,32,Inspect waste accumulation point,,No
GRV-1930,2026-07-19T00:03:00,Mobile App,An unsafe public area near Gachibowli has recurring incidents. A residential community may be affected.,Public Safety,Gachibowli,17.441675,78.35276,Public Safety Department,8,4,9,6,2,62,Medium,In Progress,CL-210,0,0.4,Urgent,3,Initiate immediate risk mitigation,,No
GRV-1931,2026-07-19T18:37:00,Social Media,There is a hazardous open section near a school.,Public Safety,Charminar,17.360147,78.477786,Public Safety Department,9,9,9,4,1,70,High,In Progress,CL-245,2,0.67,Urgent,11,Dispatch safety inspection team,,No
GRV-1932,2026-07-27T16:09:00,Call Center,A damaged electric pole is creating a safety concern.,Electricity,Gachibowli,17.441581,78.346985,Electricity Distribution Department,8,5,5,3,8,60,Medium,New,CL-123,2,0.44,Urgent,6,Initiate emergency restoration,,No
GRV-1933,2026-08-05T15:32:00,Walk-in,The road near Miyapur has been damaged for 6 days.,Roads,Miyapur,17.493066,78.35433,GHMC Roads Department,5,5,9,8,1,56,Medium,In Progress,CL-269,4,0.62,Concerned,50,Schedule pothole repair,,No
GRV-1934,2026-08-14T06:57:00,Mobile App,The storm-water drain near Dilsukhnagar is overflowing. A elderly resident may be affected.,Drainage,Dilsukhnagar,17.372381,78.525482,Storm Water & Drainage Department,9,9,7,9,4,78,High,Assigned,CL-253,4,0.62,Frustrated,11,Inspect storm-water line,,No
GRV-1935,2026-07-30T05:34:00,Call Center,A damaged electric pole is creating a safety concern. A residential community may be affected.,Electricity,Madhapur,17.448882,78.39492,Electricity Distribution Department,9,4,4,4,3,54,Medium,New,CL-207,3,0.58,Negative,4,Inspect transformer/feed line,,No
GRV-1936,2026-08-04T02:42:00,Social Media,Blocked drainage is creating a severe sanitation problem. A person with disability may be affected.,Drainage,Kukatpally,17.486682,78.415113,Storm Water & Drainage Department,4,7,7,9,6,62,Medium,In Progress,CL-115,1,0.48,Frustrated,10,Clear blocked drain,,No
GRV-1937,2026-08-12T06:34:00,Mobile App,Our apartment has not received drinking water for 1 days.,Water Supply,Gachibowli,17.441735,78.346156,Water Supply Department,3,8,7,2,4,48,Low,New,CL-418,1,0.74,Urgent,7,Dispatch field inspection team,,No
GRV-1938,2026-08-02T03:34:00,Social Media,A large pothole has formed near Miyapur and is dangerous for vehicles. A hospital nearby may be affected.,Roads,Miyapur,17.493778,78.355614,GHMC Roads Department,5,7,3,9,6,58,Medium,Resolved,CL-113,4,0.82,Urgent,43,Dispatch road inspection team,20.6,No
GRV-1939,2026-08-06T13:20:00,Walk-in,Power has been out in our area for 6 hours. A elderly resident may be affected.,Electricity,Kondapur,17.463491,78.366901,Electricity Distribution Department,6,4,9,9,8,70,High,In Progress,CL-422,2,0.48,Frustrated,14,Dispatch line inspection team,,No
GRV-1940,2026-07-16T01:19:00,Call Center,Heavy rain has caused waterlogging in Mehdipatnam. A child may be affected.,Drainage,Mehdipatnam,17.396455,78.452367,Storm Water & Drainage Department,4,8,8,9,3,62,Medium,New,CL-117,1,0.39,Urgent,8,Dispatch drainage crew,,No
GRV-1941,2026-07-19T10:41:00,Social Media,Garbage has not been collected in Dilsukhnagar for 5 days. A residential community may be affected.,Sanitation,Dilsukhnagar,17.364959,78.522455,Sanitation Department,7,6,4,8,7,64,Medium,In Progress,CL-163,4,0.66,Concerned,22,Escalate to sanitation supervisor,,No
GRV-1942,2026-07-19T10:00:00,Call Center,Power has been out in our area for 7 hours. A elderly resident may be affected.,Electricity,Secunderabad,17.437854,78.498536,Electricity Distribution Department,5,4,4,9,6,54,Medium,In Progress,CL-245,1,0.64,Urgent,12,Inspect transformer/feed line,,No
GRV-1943,2026-07-22T07:52:00,Social Media,Blocked drainage is creating a severe sanitation problem.,Drainage,Dilsukhnagar,17.372744,78.522354,Storm Water & Drainage Department,7,4,2,2,8,48,Low,Resolved,CL-245,3,0.64,Frustrated,20,Escalate flooding risk to engineering team,28.1,No
GRV-1944,2026-07-19T19:15:00,Web,There is a hazardous open section near a school.,Public Safety,Banjara Hills,17.419385,78.432219,Public Safety Department,3,7,7,7,2,50,Medium,In Progress,CL-227,3,0.45,Frustrated,8,Escalate to local safety officer,,No
GRV-1945,2026-08-15T17:44:00,Walk-in,The road near Miyapur has been damaged for 1 days. A school nearby may be affected.,Roads,Miyapur,17.49366,78.353348,GHMC Roads Department,4,6,3,6,8,51,Medium,Assigned,CL-326,6,0.73,Concerned,13,Schedule pothole repair,,No
GRV-1946,2026-08-01T19:07:00,Walk-in,Drain is blocked near Kondapur and water is accumulating.,Drainage,Kondapur,17.462136,78.364966,Storm Water & Drainage Department,9,5,5,8,2,62,Medium,Resolved,CL-351,3,0.6,Urgent,20,Clear blocked drain,21.5,No
GRV-1947,2026-08-01T08:34:00,Web,Heavy rain has caused waterlogging in Dilsukhnagar.,Drainage,Dilsukhnagar,17.365907,78.524286,Storm Water & Drainage Department,3,8,4,7,7,54,Medium,Resolved,CL-412,6,0.55,Frustrated,18,Inspect storm-water line,17.3,No
GRV-1948,2026-08-10T06:01:00,Social Media,Heavy rain has caused waterlogging in Begumpet. A high-footfall public area may be affected.,Drainage,Begumpet,17.442596,78.468322,Storm Water & Drainage Department,8,6,2,8,8,64,Medium,Assigned,CL-395,4,0.83,Concerned,20,Inspect storm-water line,,No
GRV-1949,2026-08-13T14:39:00,Social Media,Residents on our street are facing repeated water outages. A elderly resident may be affected.,Water Supply,Gachibowli,17.437648,78.349766,Water Supply Department,9,7,9,9,5,80,High,Assigned,CL-151,2,0.49,Frustrated,24,Inspect local pipeline/network,,No
GRV-1950,2026-08-07T02:01:00,Social Media,Water pipeline near Gachibowli appears damaged and residents have no supply. A local shops may be affected.,Water Supply,Gachibowli,17.437433,78.35002,Water Supply Department,8,5,5,5,2,54,Medium,Assigned,CL-160,4,0.51,Frustrated,14,Initiate emergency tanker support,,No
GRV-1951,2026-07-16T02:53:00,Call Center,Water pressure has been very low in HITEC City since 1 days. A hospital nearby may be affected.,Water Supply,HITEC City,17.443661,78.379361,Water Supply Department,6,3,8,9,7,64,Medium,New,CL-264,0,0.65,Concerned,23,Dispatch field inspection team,,No
GRV-1952,2026-07-19T20:35:00,Mobile App,The storm-water drain near Begumpet is overflowing. A residential community may be affected.,Drainage,Begumpet,17.446704,78.467177,Storm Water & Drainage Department,8,9,5,6,8,73,High,Assigned,CL-203,5,0.8,Concerned,17,Inspect storm-water line,,No
GRV-1953,2026-07-31T20:18:00,Walk-in,Our apartment has not received drinking water for 2 days.,Water Supply,Madhapur,17.45213,78.39282,Water Supply Department,9,8,8,2,6,71,High,In Progress,CL-249,2,0.36,Urgent,9,Inspect local pipeline/network,,No
GRV-1954,2026-07-24T00:27:00,Call Center,Power has been out in our area for 17 hours.,Electricity,Secunderabad,17.438324,78.502051,Electricity Distribution Department,7,6,4,5,1,50,Medium,Resolved,CL-107,6,0.41,Negative,13,Inspect transformer/feed line,4.2,No
GRV-1955,2026-07-31T10:09:00,Social Media,The storm-water drain near Begumpet is overflowing.,Drainage,Begumpet,17.44279,78.467421,Storm Water & Drainage Department,6,7,8,8,6,69,Medium,New,CL-356,0,0.51,Urgent,10,Inspect storm-water line,,No
GRV-1956,2026-08-05T14:19:00,Call Center,Power has been out in our area for 7 hours. A high-footfall public area may be affected.,Electricity,Madhapur,17.447279,78.389283,Electricity Distribution Department,5,4,5,7,5,51,Medium,Resolved,CL-401,2,0.78,Frustrated,17,Initiate emergency restoration,9.1,No
GRV-1957,2026-07-24T15:06:00,Web,Uncollected waste is creating foul smell and health concerns. A person with disability may be affected.,Sanitation,Jubilee Hills,17.428627,78.405093,Sanitation Department,3,6,3,9,3,45,Low,Escalated,CL-352,2,0.53,Concerned,22,Increase collection frequency,,No
GRV-1958,2026-07-26T21:34:00,Call Center,There is a hazardous open section near a school. A person with disability may be affected.,Public Safety,Banjara Hills,17.416045,78.436399,Public Safety Department,9,8,4,9,8,76,High,In Progress,CL-112,6,0.43,Frustrated,12,Inspect hazardous location,,No
GRV-1959,2026-08-05T04:23:00,Web,Heavy rain has caused waterlogging in Kukatpally.,Drainage,Kukatpally,17.485133,78.414894,Storm Water & Drainage Department,5,4,7,2,7,50,Medium,Assigned,CL-122,2,0.88,Negative,8,Inspect storm-water line,,No
GRV-1960,2026-08-03T00:55:00,Web,Our street has repeated missed waste collection complaints. A school nearby may be affected.,Sanitation,Secunderabad,17.442566,78.501053,Sanitation Department,6,4,7,7,4,56,Medium,Escalated,CL-275,2,0.77,Concerned,45,Dispatch sanitation crew,,No
GRV-1961,2026-08-07T03:01:00,Web,Waste is piling up near residential buildings in Secunderabad. A pregnant resident may be affected.,Sanitation,Secunderabad,17.442891,78.494849,Sanitation Department,9,7,5,9,1,66,Medium,New,CL-307,4,0.47,Concerned,26,Increase collection frequency,,No
GRV-1962,2026-07-15T17:18:00,Web,Repeated complaints about the damaged road have not been resolved. A residential community may be affected.,Roads,Secunderabad,17.438408,78.495278,GHMC Roads Department,7,4,3,4,3,46,Low,In Progress,CL-124,1,0.64,Frustrated,64,Schedule pothole repair,,No
GRV-1963,2026-07-23T08:18:00,Walk-in,A damaged electric pole is creating a safety concern.,Electricity,Kondapur,17.464968,78.36544,Electricity Distribution Department,9,7,2,2,2,51,Medium,Resolved,CL-313,3,0.58,Concerned,10,Initiate emergency restoration,8.5,No
GRV-1964,2026-07-17T13:39:00,Web,Blocked drainage is creating a severe sanitation problem. A child may be affected.,Drainage,Madhapur,17.445197,78.391758,Storm Water & Drainage Department,7,7,6,9,7,71,High,In Progress,CL-376,2,0.49,Frustrated,24,Inspect storm-water line,,No
GRV-1965,2026-07-31T23:17:00,Social Media,Transformer near Madhapur appears overloaded and outages are frequent. A child may be affected.,Electricity,Madhapur,17.450094,78.392163,Electricity Distribution Department,8,3,8,9,5,67,Medium,Resolved,CL-430,2,0.44,Concerned,18,Initiate emergency restoration,9.4,No
GRV-1966,2026-08-03T03:47:00,Web,A broken road section is causing traffic problems near Banjara Hills.,Roads,Banjara Hills,17.41816,78.433094,GHMC Roads Department,7,5,4,6,2,51,Medium,In Progress,CL-369,0,0.45,Negative,49,Barricade hazardous section,,No
GRV-1967,2026-07-24T03:27:00,Web,A broken streetlight is creating a safety risk at night.,Public Safety,Charminar,17.358264,78.476509,Public Safety Department,9,7,6,4,6,68,Medium,Resolved,CL-333,6,0.78,Negative,9,Dispatch safety inspection team,3.8,No
GRV-1968,2026-08-08T22:00:00,Social Media,Repeated complaints about the damaged road have not been resolved. A child may be affected.,Roads,Banjara Hills,17.416642,78.432035,GHMC Roads Department,3,7,5,9,8,58,Medium,Resolved,CL-434,2,0.5,Negative,68,Dispatch road inspection team,75.8,No
GRV-1969,2026-07-28T16:47:00,Walk-in,We are facing repeated power cuts in Secunderabad. A senior citizens may be affected.,Electricity,Secunderabad,17.443589,78.494395,Electricity Distribution Department,6,6,5,3,6,54,Medium,In Progress,CL-107,5,0.69,Negative,18,Escalate outage to field engineer,,No
GRV-1970,2026-07-28T10:08:00,Walk-in,A large pothole has formed near Miyapur and is dangerous for vehicles. A senior citizens may be affected.,Roads,Miyapur,17.493238,78.353473,GHMC Roads Department,9,7,3,2,4,56,Medium,Resolved,CL-151,3,0.81,Urgent,53,Schedule pothole repair,29.1,No
GRV-1971,2026-07-29T23:59:00,Mobile App,Drain is blocked near Madhapur and water is accumulating. A pregnant resident may be affected.,Drainage,Madhapur,17.45162,78.388131,Storm Water & Drainage Department,3,4,6,9,4,48,Low,In Progress,CL-302,0,0.46,Frustrated,22,Inspect storm-water line,,No
